iShares MSCI Mexico ETF
Fund Holdings as of,"Dec 14, 2020"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"28,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AMXL","AMERICA MOVIL L","Communication","Equity","187,022,705.60","15.46","187,022,705.60","264,425,318.00","S26674705","MXP001691213","2667470","0.71","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","115,080,303.67","9.51","115,080,303.67","14,849,410.00","S22420590","MXP320321310","2242059","7.75","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","111,569,987.46","9.22","111,569,987.46","40,025,733.00","-","MX01WA000038","BW1YVH8","2.79","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","100,511,821.62","8.31","100,511,821.62","18,292,961.00","S24210411","MXP370711014","2421041","5.49","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","61,254,320.10","5.06","61,254,320.10","15,880,086.00","S26436741","MXP370841019","2643674","3.86","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"CEMEXCPO","CEMEX CPO","Materials","Equity","57,462,900.14","4.75","57,462,900.14","109,504,029.00","S24064578","MXP225611567","2406457","0.52","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","34,836,683.34","2.88","34,836,683.34","3,212,149.00","-","MX01GA000004","B0ZV104","10.85","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"TLEVISACPO","GRUPO TELEVISA","Communication","Equity","32,515,863.74","2.69","32,515,863.74","20,246,347.00","S23801087","MXP4987V1378","2380108","1.61","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","30,042,254.07","2.48","30,042,254.07","26,848,600.00","-","MXCFFU000001","B671GT8","1.12","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","29,913,035.11","2.47","29,913,035.11","14,051,704.00","S23924715","MXP495211262","2392471","2.13","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","27,925,295.56","2.31","27,925,295.56","1,766,845.00","S26393496","MXP001661018","2639349","15.81","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GRUMAB","GRUMA","Consumer Staples","Equity","21,699,379.94","1.79","21,699,379.94","1,934,460.00","S23925456","MXP4948K1056","2392545","11.22","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","21,618,116.36","1.79","21,618,116.36","13,195,854.00","S24919144","MXP606941179","2491914","1.64","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","20,403,706.68","1.69","20,403,706.68","9,223,642.00","-","MX01OR010004","BH3T8K8","2.21","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","20,367,420.32","1.68","20,367,420.32","20,099,992.00","S28223980","MXP370641013","2822398","1.01","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","20,128,793.64","1.66","20,128,793.64","1,269,573.00","S24482002","MXP554091415","2448200","15.85","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","19,465,315.58","1.61","19,465,315.58","3,857,429.00","S28238855","MX01AC100006","2823885","5.05","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Utilities","Equity","18,621,344.28","1.54","18,621,344.28","4,714,200.00","-","MX01IE060002","B84XBP2","3.95","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","18,517,343.60","1.53","18,517,343.60","3,023,992.00","-","MX01OM000018","B1KFX13","6.12","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Industrials","Equity","17,886,990.84","1.48","17,886,990.84","2,019,335.00","S23933880","MX01PI000005","2393388","8.86","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"SITESB.1","TELESITES B-1","Communication","Equity","13,952,650.10","1.15","13,952,650.10","12,798,446.00","-","MX01SI080038","BD0G5P8","1.09","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","13,784,587.65","1.14","13,784,587.65","3,023,843.00","-","MX01KO000002","BHHP0S4","4.56","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"CUERVO*","BECLE SA DE CV","Consumer Staples","Equity","12,294,953.56","1.02","12,294,953.56","5,061,000.00","-","MX01CU010003","BYM4063","2.43","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"ALFAA","ALFA A","Industrials","Equity","12,078,341.32","1.00","12,078,341.32","18,589,351.00","S20434239","MXP000511016","2043423","0.65","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"LACOMERUBC","LA COMER UBC","Consumer Staples","Equity","11,091,721.36","0.92","11,091,721.36","5,161,055.00","-","MX01LA050010","BZ8W8S6","2.15","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","11,091,405.01","0.92","11,091,405.01","4,348,933.00","S23934524","MXP461181085","2393452","2.55","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
"TERRA13","TERRAFINA DE CV REIT SA","Real Estate","Equity","10,842,609.99","0.90","10,842,609.99","7,517,400.00","-","MXCFTE0B0005","B87Y2V5","1.44","Mexico","Bolsa Mexicana De Valores","USD","20.16","MXN","-"
