iShares MSCI Mexico ETF
Fund Holdings as of,"Nov 27, 2020"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"29,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Maturity,Market Currency
"AMXL","AMERICA MOVIL L","Communication","Equity","200,530,659.56","16.59","200,530,659.56","273,206,018.00","S26674705","MXP001691213","2667470","0.73","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","112,024,955.11","9.27","112,024,955.11","15,477,710.00","S22420590","MXP320321310","2242059","7.24","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","110,578,849.97","9.15","110,578,849.97","41,994,033.00","-","MX01WA000038","BW1YVH8","2.63","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","97,844,020.92","8.10","97,844,020.92","18,704,461.00","S24210411","MXP370711014","2421041","5.23","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"CEMEXCPO","CEMEX CPO","Materials","Equity","60,456,275.42","5.00","60,456,275.42","130,406,329.00","S24064578","MXP225611567","2406457","0.46","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","59,299,749.50","4.91","59,299,749.50","16,697,386.00","S26436741","MXP370841019","2643674","3.55","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"TLEVISACPO","GRUPO TELEVISA","Communication","Equity","33,212,114.78","2.75","33,212,114.78","20,758,347.00","S23801087","MXP4987V1378","2380108","1.60","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","32,981,769.71","2.73","32,981,769.71","3,260,349.00","-","MX01GA000004","B0ZV104","10.12","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","30,933,896.10","2.56","30,933,896.10","14,403,304.00","S23924715","MXP495211262","2392471","2.15","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","27,392,463.12","2.27","27,392,463.12","1,813,940.00","S26393496","MXP001661018","2639349","15.10","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","26,964,609.50","2.23","26,964,609.50","27,183,900.00","-","MXCFFU000001","B671GT8","0.99","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","22,539,456.75","1.87","22,539,456.75","13,613,154.00","S24919144","MXP606941179","2491914","1.66","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"GRUMAB","GRUMA","Consumer Staples","Equity","21,950,408.59","1.82","21,950,408.59","1,924,170.00","S23925456","MXP4948K1056","2392545","11.41","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","20,807,576.75","1.72","20,807,576.75","20,675,792.00","S28223980","MXP370641013","2822398","1.01","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","19,570,401.79","1.62","19,570,401.79","3,959,029.00","S28238855","MX01AC100006","2823885","4.94","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"PE&OLES*","INDUST PENOLES","Materials","Equity","19,479,269.07","1.61","19,479,269.07","1,314,723.00","S24482002","MXP554091415","2448200","14.82","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","19,285,499.81","1.60","19,285,499.81","9,450,742.00","-","MX01OR010004","BH3T8K8","2.04","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","17,715,335.27","1.47","17,715,335.27","3,011,592.00","-","MX01OM000018","B1KFX13","5.88","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Utilities","Equity","17,283,657.01","1.43","17,283,657.01","4,820,700.00","-","MX01IE060002","B84XBP2","3.59","Mexico","Bolsa Mexicana De Valores","USD","20.08","-","MXN"
