iShares MSCI India ETF
Fund Holdings as of,"Dec 16, 2020"
Inception Date,"Feb 02, 2012"
Shares Outstanding,"99,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","423,226,205.31","10.82","423,226,205.31","15,756,828.00","S60996261","INE002A01018","6099626","26.86","India","National Stock Exchange Of India","USD","73.59","INR","-"
"HDFC","HOUSING DEVELOPMENT FINANCE CORPOR","Financials","Equity","309,958,162.02","7.92","309,958,162.02","9,407,150.00","S61719001","INE001A01036","6171900","32.95","India","National Stock Exchange Of India","USD","73.59","INR","-"
"INFY","INFOSYS LTD","Information Technology","Equity","298,144,865.46","7.62","298,144,865.46","18,821,082.00","S62051222","INE009A01021","6205122","15.84","India","National Stock Exchange Of India","USD","73.59","INR","-"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","198,155,360.63","5.06","198,155,360.63","5,181,493.00","-","INE467B01029","B01NPJ1","38.24","India","National Stock Exchange Of India","USD","73.59","INR","-"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","196,274,265.76","5.02","196,274,265.76","28,184,862.00","-","INE090A01021","BSZ2BY7","6.96","India","National Stock Exchange Of India","USD","73.59","INR","-"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","144,677,942.73","3.70","144,677,942.73","4,542,114.00","S62616743","INE030A01027","6261674","31.85","India","National Stock Exchange Of India","USD","73.59","INR","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","104,749,561.96","2.68","104,749,561.96","1,497,738.00","-","INE296A01024","BD2N0P2","69.94","India","National Stock Exchange Of India","USD","73.59","INR","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","103,000,932.57","2.63","103,000,932.57","12,505,496.00","-","INE238A01034","BPFJHC7","8.24","India","National Stock Exchange Of India","USD","73.59","INR","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","81,225,628.93","2.08","81,225,628.93","3,061,223.00","S61356614","INE237A01028","6135661","26.53","India","National Stock Exchange Of India","USD","73.59","INR","-"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","79,545,707.45","2.03","79,545,707.45","750,809.00","S66337122","INE585B01010","6633712","105.95","India","National Stock Exchange Of India","USD","73.59","INR","-"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","74,370,103.11","1.90","74,370,103.11","2,119,193.00","-","INE021A01026","BCRWL65","35.09","India","National Stock Exchange Of India","USD","73.59","INR","-"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","72,108,624.14","1.84","72,108,624.14","5,995,473.00","S62948963","INE860A01027","6294896","12.03","India","National Stock Exchange Of India","USD","73.59","INR","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","65,490,904.74","1.67","65,490,904.74","3,799,970.00","-","INE018A01030","B0166K8","17.23","India","National Stock Exchange Of India","USD","73.59","INR","-"
"BHARTIARTL","BHARTI AIRTEL LTD","Communication","Equity","48,616,903.25","1.24","48,616,903.25","6,930,640.00","S64423270","INE397D01024","6442327","7.01","India","National Stock Exchange Of India","USD","73.59","INR","-"
"ITC","ITC LTD","Consumer Staples","Equity","47,435,210.19","1.21","47,435,210.19","16,311,395.00","-","INE154A01025","B0JGGP5","2.91","India","National Stock Exchange Of India","USD","73.59","INR","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","46,405,545.54","1.19","46,405,545.54","186,366.00","S61286050","INE239A01016","6128605","249.00","India","National Stock Exchange Of India","USD","73.59","INR","-"
