iShares MSCI Mexico ETF
Fund Holdings as of,"Dec 18, 2020"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AMXL","AMERICA MOVIL L","Communication","Equity","189,091,417.10","15.30","189,091,417.10","266,261,518.00","S26674705","MXP001691213","2667470","0.71","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","114,065,841.13","9.23","114,065,841.13","40,303,533.00","-","MX01WA000038","BW1YVH8","2.83","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","112,732,799.19","9.12","112,732,799.19","14,952,410.00","S22420590","MXP320321310","2242059","7.54","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","99,982,740.18","8.09","99,982,740.18","18,419,961.00","S24210411","MXP370711014","2421041","5.43","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","66,813,720.69","5.41","66,813,720.69","15,990,286.00","S26436741","MXP370841019","2643674","4.18","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"CEMEXCPO","CEMEX CPO","Materials","Equity","56,880,032.99","4.60","56,880,032.99","110,264,429.00","S24064578","MXP225611567","2406457","0.52","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","37,084,782.89","3.00","37,084,782.89","3,234,349.00","-","MX01GA000004","B0ZV104","11.47","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"TLEVISACPO","GRUPO TELEVISA","Communication","Equity","33,908,141.83","2.74","33,908,141.83","20,386,747.00","S23801087","MXP4987V1378","2380108","1.66","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","30,492,109.24","2.47","30,492,109.24","14,149,104.00","S23924715","MXP495211262","2392471","2.16","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","29,733,427.08","2.41","29,733,427.08","1,779,105.00","S26393496","MXP001661018","2639349","16.71","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","29,503,312.97","2.39","29,503,312.97","27,035,000.00","-","MXCFFU000001","B671GT8","1.09","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GRUMAB","GRUMA","Consumer Staples","Equity","23,068,941.17","1.87","23,068,941.17","1,947,890.00","S23925456","MXP4948K1056","2392545","11.84","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","22,449,012.44","1.82","22,449,012.44","1,278,383.00","S24482002","MXP554091415","2448200","17.56","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","21,834,094.54","1.77","21,834,094.54","13,287,454.00","S24919144","MXP606941179","2491914","1.64","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","21,713,183.18","1.76","21,713,183.18","9,287,642.00","-","MX01OR010004","BH3T8K8","2.34","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","19,897,794.61","1.61","19,897,794.61","20,239,392.00","S28223980","MXP370641013","2822398","0.98","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","19,797,933.86","1.60","19,797,933.86","3,044,792.00","-","MX01OM000018","B1KFX13","6.50","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","18,930,921.13","1.53","18,930,921.13","3,884,029.00","S28238855","MX01AC100006","2823885","4.87","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Utilities","Equity","18,714,283.37","1.51","18,714,283.37","4,746,800.00","-","MX01IE060002","B84XBP2","3.94","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Industrials","Equity","18,259,155.18","1.48","18,259,155.18","2,033,355.00","S23933880","MX01PI000005","2393388","8.98","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"SITESB.1","TELESITES B-1","Communication","Equity","14,276,850.88","1.16","14,276,850.88","12,887,246.00","-","MX01SI080038","BD0G5P8","1.11","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","14,051,377.40","1.14","14,051,377.40","3,044,643.00","-","MX01KO000002","BHHP0S4","4.62","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"ALFAA","ALFA A","Industrials","Equity","13,304,042.96","1.08","13,304,042.96","18,589,351.00","S20434239","MXP000511016","2043423","0.72","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"CUERVO*","BECLE SA DE CV","Consumer Staples","Equity","12,564,535.48","1.02","12,564,535.48","5,096,000.00","-","MX01CU010003","BYM4063","2.47","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","12,231,394.17","0.99","12,231,394.17","4,379,133.00","S23934524","MXP461181085","2393452","2.79","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"TERRA13","TERRAFINA DE CV REIT SA","Real Estate","Equity","11,308,717.78","0.92","11,308,717.78","7,569,600.00","-","MXCFTE0B0005","B87Y2V5","1.49","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"LACOMERUBC","LA COMER UBC","Consumer Staples","Equity","11,293,210.72","0.91","11,293,210.72","5,196,855.00","-","MX01LA050010","BZ8W8S6","2.17","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Real Estate","Equity","11,125,055.13","0.90","11,125,055.13","5,744,349.00","-","MX01VE0M0003","B8F6ZF8","1.94","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT SA","Real Estate","Equity","10,896,057.02","0.88","10,896,057.02","4,906,666.00","-","MXCFFI170008","BN56JP1","2.22","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"Q*","QUALITAS CONTROLADORA","Financials","Equity","10,832,002.05","0.88","10,832,002.05","2,068,700.00","-","MX01Q0000008","BYMXF65","5.24","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"FIBRAMQ12","MACQUARIE MEXICO REAL ESTATE MANAG","Real Estate","Equity","10,654,385.14","0.86","10,654,385.14","7,755,600.00","-","MXCFFI0U0002","B80RZK1","1.37","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"RA","REGIONAL SAB DE CV","Financials","Equity","10,582,309.16","0.86","10,582,309.16","2,176,300.00","-","MX01R0000006","BG1Z6X0","4.86","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"MEGACPO","MEGACABLE HOLDINGS CPO","Communication","Equity","10,297,628.09","0.83","10,297,628.09","2,860,500.00","-","MX01ME090003","B292SM8","3.60","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"BOLSAA","BOLSA MEXICANA DE VALORES","Financials","Equity","10,229,435.85","0.83","10,229,435.85","4,308,187.00","-","MX01BM1B0000","B39VVF6","2.37","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Financials","Equity","9,943,465.03","0.80","9,943,465.03","7,261,930.00","-","MX41BB000000","BYSX0F3","1.37","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GCC*","GRUPO CEMENTOS","Materials","Equity","9,738,807.73","0.79","9,738,807.73","1,680,100.00","S29466638","MX01GC2M0006","2946663","5.80","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"LABB","GENOMMA LAB INTERNATIONAL","Health Care","Equity","8,021,212.98","0.65","8,021,212.98","8,465,093.00","-","MX01LA010006","B3B1C73","0.95","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Industrials","Equity","7,925,915.56","0.64","7,925,915.56","6,959,400.00","-","MX01VO000009","BDZDPH6","1.14","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"ALSEA*","ALSEA DE CV","Consumer Discretionary","Equity","7,013,388.22","0.57","7,013,388.22","5,463,766.00","S25630179","MXP001391012","2563017","1.28","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"GENTERA*","GENTERA SAB DE CV","Financials","Equity","5,929,272.92","0.48","5,929,272.92","13,067,306.00","-","MX01GE0E0004","BHWQZW1","0.45","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"CHDRAUIB","GRUPO COMERCIAL CHEDRAUI","Consumer Staples","Equity","5,563,252.57","0.45","5,563,252.57","3,919,600.00","-","MX01CH170002","B457NQ0","1.42","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"HERDEZ*","GRUPO HERDEZ","Consumer Staples","Equity","5,232,837.40","0.42","5,232,837.40","2,610,144.00","S29629599","MX01HE010008","2962959","2.00","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"AXTELCPO","AXTEL CPO","Communication","Equity","4,948,398.06","0.40","4,948,398.06","13,975,200.00","-","MX01AX040009","B0T0DH8","0.35","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"ALPEKA","ALPEK SA DE CV","Materials","Equity","4,750,049.58","0.38","4,750,049.58","5,435,200.00","-","MX01AL0C0004","B85H8C9","0.87","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"DANHOS13","FIBRA DANHOS REIT SA","Real Estate","Equity","4,586,693.19","0.37","4,586,693.19","3,827,100.00","-","MXCFDA020005","BFN0V08","1.20","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"AGUA*","GRUPO ROTOPLAS","Industrials","Equity","4,342,745.07","0.35","4,342,745.07","3,683,585.00","-","MX01AG050009","BTF8HD3","1.18","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"NMKA","CONTROLADORA NEMAK, S.A.B. DE C.V.","Consumer Discretionary","Equity","3,610,928.89","0.29","3,610,928.89","26,604,951.00","-","MX01NM010000","BNC5F75","0.14","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"NEMAKA","NEMAK","Consumer Discretionary","Equity","2,993,166.98","0.24","2,993,166.98","10,286,500.00","-","MX01NE000001","BYQ32R1","0.29","Mexico","Bolsa Mexicana De Valores","USD","19.97","MXN","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","2,165,120.54","0.18","2,165,120.54","43,230,962.00","-","-","-","5.01","Mexico","-","USD","19.97","MXN","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","624,000.00","0.05","624,000.00","624,000.00","066922477","US0669224778","-","1.00","United States","-","USD","1.00","USD","-"
"SALFT","CASH COLLATERAL MXN SALFT","Cash and/or Derivatives","Cash Collateral and Margins","170,280.96","0.01","170,280.96","3,400,000.00","-","-","-","5.01","Mexico","-","USD","19.97","MXN","Dec 22, 2017"
"ISH1","MEXICAN BOLSA INDEX FUTURE MAR 21","Cash and/or Derivatives","Futures","0.00","0.00","1,879,007.86","85.00","-","-","-","2,210.60","-","Mercado Mexicano De Derivados","USD","19.97","MXN","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","-347,620.37","-0.03","-347,620.37","-347,620.00","-","-","-","100.00","United States","-","USD","1.00","USD","-"
 
