iShares MSCI Emerging Markets ETF
Fund Holdings as of,"Dec 15, 2020"
Inception Date,"Apr 07, 2003"
Shares Outstanding,"546,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BABA","ALIBABA GROUP HOLDING ADR REPRESEN","Consumer Discretionary","Equity","1,732,079,804.51","6.33","1,732,079,804.51","6,789,541.00","01609W102","US01609W1027","BP41ZD1","255.11","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2330","TAIWAN SEMICONDUCTOR MANUFACTURING","Information Technology","Equity","1,581,124,502.56","5.78","1,581,124,502.56","88,292,000.00","S68891068","TW0002330008","6889106","17.91","Taiwan","Taiwan Stock Exchange","USD","28.14","TWD","Nov 10, 1994"
"700","TENCENT HOLDINGS LTD","Communication","Equity","1,489,046,906.45","5.44","1,489,046,906.45","20,611,600.00","-","KYG875721634","BMMV2K8","72.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"005930","SAMSUNG ELECTRONICS LTD","Information Technology","Equity","1,152,931,564.82","4.21","1,152,931,564.82","17,080,728.00","S67717207","KR7005930003","6771720","67.50","Korea (South)","Korea Exchange (Stock Market)","USD","1,093.35","KRW","-"
"3690","MEITUAN","Consumer Discretionary","Equity","457,016,507.56","1.67","457,016,507.56","12,919,800.00","-","KYG596691041","BGJW376","35.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"NPN","NASPERS LIMITED N LTD","Consumer Discretionary","Equity","319,356,821.48","1.17","319,356,821.48","1,555,633.00","S66226911","ZAE000015889","6622691","205.29","South Africa","Johannesburg Stock Exchange","USD","14.90","ZAR","-"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","274,917,483.37","1.00","274,917,483.37","10,254,317.00","S60996261","INE002A01018","6099626","26.81","India","National Stock Exchange Of India","USD","73.64","INR","-"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","254,391,590.12","0.93","254,391,590.12","21,226,500.00","-","CNE1000003X6","B01FLR7","11.98","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","254,281,170.65","0.93","254,281,170.65","343,394,760.00","-","CNE1000002H1","B0LMTQ3","0.74","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"JD","JD.COM ADR REPRESENTING INC","Consumer Discretionary","Equity","246,359,449.50","0.90","246,359,449.50","3,098,861.00","47215P106","US47215P1066","BMM27D9","79.50","China","NASDAQ","USD","1.00","USD","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","219,128,446.65","0.80","219,128,446.65","13,231,209.00","S21962865","BRVALEACNOR0","2196286","16.56","Brazil","XBSP","USD","5.10","BRL","-"
"000660","SK HYNIX INC","Information Technology","Equity","208,904,006.04","0.76","208,904,006.04","1,943,874.00","S64502677","KR7000660001","6450267","107.47","Korea (South)","Korea Exchange (Stock Market)","USD","1,093.35","KRW","-"
"1810","XIAOMI CORP","Information Technology","Equity","195,598,920.22","0.71","195,598,920.22","51,309,800.00","-","KYG9830T1067","BG0ZMJ9","3.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"HDFC","HOUSING DEVELOPMENT FINANCE CORPOR","Financials","Equity","195,080,214.92","0.71","195,080,214.92","6,112,364.00","S61719001","INE001A01036","6171900","31.92","India","National Stock Exchange Of India","USD","73.64","INR","-"
"PDD","PINDUODUO ADR REPRESENTING INC","Consumer Discretionary","Equity","193,783,601.55","0.71","193,783,601.55","1,364,385.00","722304102","US7223041028","BYVW0F7","142.03","China","NASDAQ","USD","1.00","USD","-"
"INFY","INFOSYS LTD","Information Technology","Equity","192,089,834.25","0.70","192,089,834.25","12,251,841.00","S62051222","INE009A01021","6205122","15.68","India","National Stock Exchange Of India","USD","73.64","INR","-"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","188,378,976.08","0.69","188,378,976.08","2,963,513.00","S67738120","KR7005931001","6773812","63.57","Korea (South)","Korea Exchange (Stock Market)","USD","1,093.35","KRW","Jun 07, 1993"
"BIDU","BAIDU ADR REPTG INC CLASS A","Communication","Equity","180,523,962.50","0.66","180,523,962.50","973,175.00","056752108","US0567521085","B0FXT17","185.50","China","NASDAQ","USD","1.00","USD","-"
"NIO","NIO AMERICAN DEPOSITARY SHARES REP","Consumer Discretionary","Equity","166,804,012.50","0.61","166,804,012.50","3,834,575.00","62914V106","US62914V1061","BFZX9H8","43.50","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBER","SBERBANK ROSSII","Financials","Equity","144,292,514.05","0.53","144,292,514.05","38,412,591.00","-","RU0009029540","4767981","3.76","Russian Federation","Standard-Classica-Forts","USD","73.60","RUB","-"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","135,740,549.97","0.50","135,740,549.97","43,860,873.00","S64385644","TW0002317005","6438564","3.09","Taiwan","Taiwan Stock Exchange","USD","28.14","TWD","Sep 26, 1991"
"2454","MEDIATEK INC","Information Technology","Equity","134,833,354.82","0.49","134,833,354.82","5,413,338.00","S63724801","TW0002454006","6372480","24.91","Taiwan","Taiwan Stock Exchange","USD","28.14","TWD","Jul 23, 2001"
"1398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","131,027,568.77","0.48","131,027,568.77","214,730,085.00","-","CNE1000003G1","B1G1QD8","0.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD","-"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","129,501,335.99","0.47","129,501,335.99","18,409,038.00","-","INE090A01021","BSZ2BY7","7.03","India","National Stock Exchange Of India","USD","73.64","INR","-"
"NTES","NETEASE ADR INC","Communication","Equity","126,949,115.26","0.46","126,949,115.26","1,483,397.00","64110W102","US64110W1027","2606440","85.58","China","NASDAQ","USD","1.00","USD","-"
