iShares MSCI Mexico ETF
Fund Holdings as of,"Nov 19, 2020"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"27,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Maturity,Market Currency
"AMXL","AMERICA MOVIL L","Communication","Equity","182,148,264.06","16.06","182,148,264.06","257,862,418.00","S26674705","MXP001691213","2667470","0.71","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","110,935,798.55","9.78","110,935,798.55","39,623,433.00","-","MX01WA000038","BW1YVH8","2.80","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","110,452,080.86","9.74","110,452,080.86","14,607,910.00","S22420590","MXP320321310","2242059","7.56","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","95,024,743.05","8.38","95,024,743.05","17,654,261.00","S24210411","MXP370711014","2421041","5.38","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"CEMEXCPO","CEMEX CPO","Materials","Equity","57,591,999.95","5.08","57,591,999.95","123,030,529.00","S24064578","MXP225611567","2406457","0.47","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","51,399,998.92","4.53","51,399,998.92","15,759,986.00","S26436741","MXP370841019","2643674","3.26","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","32,218,890.21","2.84","32,218,890.21","3,077,449.00","-","MX01GA000004","B0ZV104","10.47","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"TLEVISACPO","GRUPO TELEVISA","Communication","Equity","31,782,055.20","2.80","31,782,055.20","19,590,847.00","S23801087","MXP4987V1378","2380108","1.62","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","29,076,322.11","2.56","29,076,322.11","13,603,204.00","S23924715","MXP495211262","2392471","2.14","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","26,663,870.52","2.35","26,663,870.52","1,713,330.00","S26393496","MXP001661018","2639349","15.56","Mexico","Bolsa Mexicana De Valores","USD","20.19","-","MXN"
